Tiempo;Objetos;Arquitectura;Efectos;Resolucion
10.86;4000;CPU;NA-TR-NA;1920x1080
1.40;1000;GPU;NA-NA-NA;1920x1080
6.62;4000;CPU;NA-NA-NA;1440x900
172.59;65000;CPU;AA-TR-NA;1920x1080
4.72;1000;GPU;AA-NA-NA;1920x1080
14.65;4000;GPU;AA-TR-NA;1280x720
5.94;1000;GPU;AA-TR-NA;1440x900
1.07;1000;GPU;NA-NA-NA;1440x900
92.49;65000;GPU;NA-TR-RE;1920x1080
7.57;16000;CPU;NA-NA-NA;1280x720
77.44;260000;CPU;NA-TR-NA;1920x1080
5.00;4000;CPU;NA-NA-NA;1280x720
75.68;260000;GPU;NA-TR-NA;1440x900
3.73;4000;GPU;NA-TR-NA;1440x900
34.73;65000;CPU;NA-TR-NA;1920x1080
285.62;65000;GPU;AA-TR-RE;1280x720
64.70;16000;CPU;AA-NA-NA;1920x1080
1.41;1000;GPU;NA-TR-NA;1280x720
3.74;4000;GPU;NA-TR-NA;1440x900
26.18;16000;CPU;NA-TR-RE;1440x900
31.36;16000;CPU;NA-TR-RE;1920x1080
127.03;65000;CPU;AA-NA-RE;1440x900
1.27;1000;GPU;NA-NA-RE;1280x720
98.86;65000;GPU;AA-TR-NA;1280x720
4.59;1000;CPU;NA-TR-NA;1440x900
69.35;65000;CPU;AA-NA-NA;1280x720
77.59;260000;CPU;NA-TR-NA;1920x1080
5.39;16000;GPU;NA-NA-NA;1920x1080
114.10;65000;CPU;AA-NA-NA;1920x1080
16.39;1000;CPU;AA-NA-RE;1280x720
90.26;16000;CPU;AA-NA-RE;1920x1080
26.48;4000;GPU;AA-TR-RE;1280x720
141.06;16000;GPU;AA-TR-RE;1440x900
64.85;16000;GPU;AA-NA-RE;1920x1080
20.58;16000;GPU;AA-NA-NA;1440x900
13.18;16000;CPU;NA-TR-NA;1280x720
4.37;4000;GPU;NA-TR-NA;1920x1080
86.08;260000;GPU;NA-TR-NA;1920x1080
5.77;4000;CPU;NA-NA-RE;1280x720
40.61;4000;CPU;AA-TR-RE;1280x720
59.84;65000;GPU;AA-NA-NA;1440x900
170.38;260000;GPU;NA-TR-RE;1280x720
181.89;260000;CPU;AA-NA-NA;1280x720
1056.43;260000;GPU;AA-TR-RE;1440x900
121.15;65000;GPU;AA-TR-NA;1440x900
17.59;4000;GPU;AA-NA-RE;1440x900
365.51;260000;CPU;AA-NA-RE;1920x1080
3.94;1000;CPU;NA-TR-RE;1280x720
3.90;4000;GPU;NA-NA-RE;1440x900
105.63;65000;CPU;AA-TR-NA;1280x720
46.53;260000;CPU;NA-NA-NA;1440x900
511.86;260000;GPU;AA-NA-RE;1920x1080
32.46;16000;GPU;NA-TR-RE;1920x1080
401.98;260000;CPU;AA-TR-RE;1280x720
12.55;65000;GPU;NA-NA-NA;1440x900
1.61;1000;GPU;NA-TR-NA;1920x1080
13.31;16000;GPU;NA-NA-RE;1920x1080
4.38;16000;GPU;NA-NA-NA;1440x900
272.73;260000;CPU;AA-NA-NA;1920x1080
1.56;1000;GPU;NA-TR-NA;1440x900
25.41;1000;CPU;AA-NA-RE;1920x1080
74.36;260000;CPU;NA-NA-RE;1920x1080
137.42;65000;CPU;AA-TR-NA;1440x900
51.87;260000;CPU;NA-TR-NA;1280x720
127.03;65000;CPU;AA-NA-RE;1440x900
230.75;260000;GPU;AA-NA-NA;1440x900
84.48;16000;CPU;AA-TR-NA;1440x900
353.40;260000;GPU;AA-NA-RE;1280x720
103.90;65000;GPU;AA-NA-RE;1280x720
40.55;4000;CPU;AA-NA-NA;1920x1080
14.37;16000;CPU;NA-NA-RE;1440x900
31.43;16000;CPU;NA-TR-RE;1920x1080
32.42;16000;GPU;NA-TR-RE;1920x1080
47.58;4000;CPU;AA-NA-RE;1920x1080
17.06;16000;CPU;NA-TR-NA;1440x900
8.25;4000;CPU;NA-TR-RE;1280x720
19.58;4000;GPU;AA-TR-NA;1920x1080
231.01;260000;GPU;AA-NA-NA;1440x900
12.46;65000;GPU;NA-NA-NA;1440x900
89.59;260000;GPU;NA-NA-RE;1440x900
9.49;4000;GPU;AA-NA-NA;1440x900
1.22;1000;GPU;NA-NA-NA;1920x1080
11.02;4000;GPU;AA-NA-NA;1920x1080
65.37;16000;CPU;AA-TR-NA;1280x720
4.63;1000;GPU;AA-NA-RE;1280x720
4.28;4000;GPU;NA-NA-RE;1920x1080
19.11;65000;CPU;NA-NA-RE;1280x720
34.84;65000;CPU;NA-TR-NA;1920x1080
170.16;260000;GPU;NA-TR-RE;1280x720
4.22;1000;CPU;NA-NA-RE;1440x900
514.91;260000;CPU;AA-TR-RE;1440x900
377.61;65000;GPU;AA-TR-RE;1440x900
34.38;65000;GPU;NA-NA-RE;1920x1080
11.02;4000;GPU;AA-NA-NA;1920x1080
22.43;16000;GPU;NA-TR-RE;1280x720
84.46;16000;CPU;AA-TR-NA;1440x900
3.03;4000;GPU;NA-NA-RE;1280x720
24.39;4000;CPU;AA-NA-NA;1280x720
28.14;65000;GPU;NA-TR-NA;1920x1080
89.92;65000;CPU;AA-NA-NA;1440x900
51.95;260000;CPU;NA-TR-NA;1280x720
4.94;1000;CPU;NA-TR-RE;1440x900
156.11;16000;CPU;AA-TR-RE;1920x1080
69.60;65000;CPU;AA-NA-NA;1280x720
4.51;16000;GPU;NA-NA-NA;1440x900
34.97;65000;CPU;NA-TR-RE;1280x720
256.43;260000;GPU;NA-TR-RE;1920x1080
49.36;65000;GPU;AA-NA-NA;1280x720
23.99;1000;CPU;AA-TR-RE;1440x900
14.77;4000;GPU;AA-TR-NA;1280x720
38.30;4000;CPU;AA-NA-RE;1440x900
4.45;16000;GPU;NA-NA-NA;1440x900
50.24;16000;GPU;AA-TR-NA;1440x900
5.51;4000;GPU;NA-TR-RE;1280x720
31.95;4000;GPU;AA-TR-RE;1440x900
54.61;16000;GPU;AA-NA-RE;1440x900
63.91;260000;CPU;NA-TR-NA;1440x900
4.59;1000;CPU;NA-TR-NA;1440x900
314.99;260000;CPU;AA-TR-NA;1440x900
213.21;260000;GPU;NA-TR-RE;1440x900
34.21;65000;GPU;NA-NA-RE;1920x1080
46.26;260000;CPU;NA-NA-NA;1440x900
1271.99;260000;GPU;AA-TR-RE;1920x1080
34.67;65000;CPU;NA-TR-NA;1920x1080
84.72;16000;CPU;AA-TR-NA;1440x900
11.75;16000;GPU;NA-TR-NA;1920x1080
31.93;4000;GPU;AA-TR-RE;1440x900
47.30;260000;GPU;NA-NA-NA;1440x900
5.44;1000;GPU;AA-NA-RE;1440x900
